time,latitude,lat_dir,longitude,long_dir,speed,course,date
20:28:00,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:00.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:00.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:00.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:00.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:01,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:01.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:01.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:01.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:01.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:02,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:02.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:02.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:02.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:02.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:03,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:03.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:03.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:03.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:03.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:04,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:04.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:04.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:04.600000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:04.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:05,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:05.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:05.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:05.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:05.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:06,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:06.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:06.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:06.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:06.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:07,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:07.200000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:07.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:07.600000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:07.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:08,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:08.200000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:08.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:08.600000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:08.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:09,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:09.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:09.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:09.600000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:09.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:10,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:10.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:10.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:10.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:10.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:11,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:11.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:11.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:11.600000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:11.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:12,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:12.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:12.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:12.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:12.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:13,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:13.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:13.400000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:13.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:13.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:14,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:14.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:14.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:14.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:14.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:15,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:15.200000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:15.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:15.600000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:15.800000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:16,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:16.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:16.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:16.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:16.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
20:28:17,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:17.200000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:17.400000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:17.600000,31.61624833333334,N,-110.24352333333333,W,0.0,160.16,2023-04-10
20:28:17.800000,31.61624833333334,N,-110.24352333333333,W,0.01,160.16,2023-04-10
