filename,node-id,location,date,start,stop,rate,mode
node-81_location-cochise_noise-3.wav,81,cochise,2023-04-10,2023-04-10 20:40:00,2023-04-10 20:41:00,1528,seismic
node-81_location-cochise_noise-4.wav,81,cochise,2023-04-10,2023-04-10 20:43:00,2023-04-10 20:44:00,1528,seismic
node-81_location-cochise_noise-5.wav,81,cochise,2023-04-10,2023-04-10 20:46:00,-1,1528,seismic
node-81_location-cochise_noise-0.wav,81,cochise,2023-04-10,2023-04-10 20:25:00,2023-04-10 20:29:00,1528,seismic
node-81_location-cochise_noise-1.wav,81,cochise,2023-04-10,2023-04-10 20:31:00,2023-04-10 20:33:00,1528,seismic
node-81_location-cochise_noise-2.wav,81,cochise,2023-04-10,2023-04-10 20:35:00,2023-04-10 20:38:00,1528,seismic
node-81_location-cochise_noise-3.wav,81,cochise,2023-04-10,2023-04-10 20:40:00,2023-04-10 20:41:00,1528,seismic
node-81_location-cochise_noise-4.wav,81,cochise,2023-04-10,2023-04-10 20:43:00,2023-04-10 20:44:00,1528,seismic
node-81_location-cochise_noise-5.wav,81,cochise,2023-04-10,2023-04-10 20:46:00,-1,1528,seismic
node-81_location-cochise_noise-0.wav,81,cochise,2023-04-11,2023-04-11 16:50:00,2023-04-11 16:56:00,1528,seismic
node-81_location-cochise_noise-1.wav,81,cochise,2023-04-11,2023-04-11 16:57:00,2023-04-11 16:59:00,1528,seismic
node-81_location-cochise_noise-2.wav,81,cochise,2023-04-11,2023-04-11 17:00:00,2023-04-11 17:03:00,1528,seismic
node-81_location-cochise_noise-3.wav,81,cochise,2023-04-11,2023-04-11 17:04:00,2023-04-11 17:06:00,1528,seismic
node-81_location-cochise_noise-4.wav,81,cochise,2023-04-11,2023-04-11 17:07:00,2023-04-11 17:44:00,1528,seismic
node-81_location-cochise_noise-5.wav,81,cochise,2023-04-11,2023-04-11 17:45:00,2023-04-11 17:46:00,1528,seismic
node-81_location-cochise_noise-6.wav,81,cochise,2023-04-11,2023-04-11 17:47:00,2023-04-11 18:16:00,1528,seismic
node-81_location-cochise_noise-7.wav,81,cochise,2023-04-11,2023-04-11 18:17:00,-1,1528,seismic
node-81_location-cochise_noise-0.wav,81,cochise,2023-04-11,2023-04-11 16:50:00,2023-04-11 16:56:00,1528,seismic
node-81_location-cochise_noise-1.wav,81,cochise,2023-04-11,2023-04-11 16:57:00,2023-04-11 16:59:00,1528,seismic
node-81_location-cochise_noise-2.wav,81,cochise,2023-04-11,2023-04-11 17:00:00,2023-04-11 17:03:00,1528,seismic
node-81_location-cochise_noise-3.wav,81,cochise,2023-04-11,2023-04-11 17:04:00,2023-04-11 17:06:00,1528,seismic
node-81_location-cochise_noise-4.wav,81,cochise,2023-04-11,2023-04-11 17:07:00,2023-04-11 17:44:00,1528,seismic
node-81_location-cochise_noise-5.wav,81,cochise,2023-04-11,2023-04-11 17:45:00,2023-04-11 17:46:00,1528,seismic
node-81_location-cochise_noise-6.wav,81,cochise,2023-04-11,2023-04-11 17:47:00,2023-04-11 18:16:00,1528,seismic
node-81_location-cochise_noise-7.wav,81,cochise,2023-04-11,2023-04-11 18:17:00,-1,1528,seismic
node-121_location-cochise_noise-0.wav,121,cochise,2023-04-10,2023-04-10 20:25:00,2023-04-10 20:29:00,1572,seismic
node-121_location-cochise_noise-1.wav,121,cochise,2023-04-10,2023-04-10 20:31:00,2023-04-10 20:33:00,1572,seismic
node-121_location-cochise_noise-2.wav,121,cochise,2023-04-10,2023-04-10 20:35:00,2023-04-10 20:38:00,1572,seismic
node-121_location-cochise_noise-3.wav,121,cochise,2023-04-10,2023-04-10 20:40:00,2023-04-10 20:41:00,1572,seismic
node-121_location-cochise_noise-4.wav,121,cochise,2023-04-10,2023-04-10 20:43:00,2023-04-10 20:44:00,1572,seismic
node-121_location-cochise_noise-5.wav,121,cochise,2023-04-10,2023-04-10 20:46:00,-1,1572,seismic
node-121_location-cochise_noise-0.wav,121,cochise,2023-04-10,2023-04-10 20:25:00,2023-04-10 20:29:00,1572,seismic
node-121_location-cochise_noise-1.wav,121,cochise,2023-04-10,2023-04-10 20:31:00,2023-04-10 20:33:00,1572,seismic
node-121_location-cochise_noise-2.wav,121,cochise,2023-04-10,2023-04-10 20:35:00,2023-04-10 20:38:00,1572,seismic
node-121_location-cochise_noise-3.wav,121,cochise,2023-04-10,2023-04-10 20:40:00,2023-04-10 20:41:00,1572,seismic
node-121_location-cochise_noise-4.wav,121,cochise,2023-04-10,2023-04-10 20:43:00,2023-04-10 20:44:00,1572,seismic
node-121_location-cochise_noise-5.wav,121,cochise,2023-04-10,2023-04-10 20:46:00,-1,1572,seismic
node-121_location-cochise_noise-0.wav,121,cochise,2023-04-11,2023-04-11 16:50:00,2023-04-11 16:56:00,1572,seismic
node-121_location-cochise_noise-1.wav,121,cochise,2023-04-11,2023-04-11 16:57:00,2023-04-11 16:59:00,1572,seismic
node-121_location-cochise_noise-2.wav,121,cochise,2023-04-11,2023-04-11 17:00:00,2023-04-11 17:03:00,1572,seismic
node-121_location-cochise_noise-3.wav,121,cochise,2023-04-11,2023-04-11 17:04:00,2023-04-11 17:06:00,1572,seismic
node-121_location-cochise_noise-4.wav,121,cochise,2023-04-11,2023-04-11 17:07:00,2023-04-11 17:44:00,1572,seismic
node-121_location-cochise_noise-5.wav,121,cochise,2023-04-11,2023-04-11 17:45:00,2023-04-11 17:46:00,1572,seismic
node-121_location-cochise_noise-6.wav,121,cochise,2023-04-11,2023-04-11 17:47:00,2023-04-11 18:16:00,1572,seismic
node-121_location-cochise_noise-7.wav,121,cochise,2023-04-11,2023-04-11 18:17:00,-1,1572,seismic
node-121_location-cochise_noise-0.wav,121,cochise,2023-04-11,2023-04-11 16:50:00,2023-04-11 16:56:00,1572,seismic
node-121_location-cochise_noise-1.wav,121,cochise,2023-04-11,2023-04-11 16:57:00,2023-04-11 16:59:00,1572,seismic
node-121_location-cochise_noise-2.wav,121,cochise,2023-04-11,2023-04-11 17:00:00,2023-04-11 17:03:00,1572,seismic
node-121_location-cochise_noise-3.wav,121,cochise,2023-04-11,2023-04-11 17:04:00,2023-04-11 17:06:00,1572,seismic
node-121_location-cochise_noise-4.wav,121,cochise,2023-04-11,2023-04-11 17:07:00,2023-04-11 17:44:00,1572,seismic
node-121_location-cochise_noise-5.wav,121,cochise,2023-04-11,2023-04-11 17:45:00,2023-04-11 17:46:00,1572,seismic
node-121_location-cochise_noise-6.wav,121,cochise,2023-04-11,2023-04-11 17:47:00,2023-04-11 18:16:00,1572,seismic
node-121_location-cochise_noise-7.wav,121,cochise,2023-04-11,2023-04-11 18:17:00,-1,1572,seismic
