latitude,longitude,date,time,speed,course,lat_dir,long_dir
30.63220103,-86.28927882,2023-03-16,13:45:00,0.0290429726612135,15.445966084605605,N,W
30.63220101,-86.28927881,2023-03-16,13:45:00.100000,0.0120716051956647,201.0504601480736,N,W
30.63220103,-86.28927882,2023-03-16,13:45:00.200000,0.0290308851053494,315.5470663768262,N,W
30.63220104,-86.2892788,2023-03-16,13:45:00.300000,0.0214683473048113,6.268278807595315,N,W
30.63220101,-86.28927881,2023-03-16,13:45:00.400000,0.0275511611552036,193.89451241045992,N,W
30.63220101,-86.28927881,2023-03-16,13:45:00.500000,0.0062943390439346,49.97531674260436,N,W
30.63220103,-86.2892788,2023-03-16,13:45:00.600000,0.0116415250289642,64.68964137752586,N,W
30.63220101,-86.2892788,2023-03-16,13:45:00.700000,0.0250456931427341,117.39478846813012,N,W
30.63220102,-86.28927883,2023-03-16,13:45:00.800000,0.019052600137514,222.1025522674075,N,W
30.63220102,-86.28927881,2023-03-16,13:45:00.900000,0.0021765782779399,286.49501353142875,N,W
30.63220103,-86.28927882,2023-03-16,13:45:01,0.0212233895737697,309.31922852656874,N,W
30.632201,-86.28927883,2023-03-16,13:45:01.100000,0.0520923869293776,241.2573426320892,N,W
30.63220102,-86.28927881,2023-03-16,13:45:01.200000,0.0385400729241655,101.5399715404052,N,W
30.63220101,-86.28927879,2023-03-16,13:45:01.300000,0.0164425670136995,103.45900322376026,N,W
30.63220103,-86.28927882,2023-03-16,13:45:01.400000,0.0334421981633982,358.0584845871466,N,W
30.63220102,-86.2892788,2023-03-16,13:45:01.500000,0.0100487756468138,134.28232826328562,N,W
30.632201,-86.2892788,2023-03-16,13:45:01.600000,0.029822432630488,154.5657301987164,N,W
30.63220101,-86.28927882,2023-03-16,13:45:01.700000,0.0140897267539154,289.95253321113205,N,W
30.632201,-86.28927883,2023-03-16,13:45:01.800000,0.023723096678132,292.5459229649452,N,W
30.63220103,-86.28927881,2023-03-16,13:45:01.900000,0.0083836193258043,25.483031505200834,N,W
30.632201,-86.28927881,2023-03-16,13:45:02,0.0242939700337347,218.8948008121503,N,W
30.63220101,-86.28927879,2023-03-16,13:45:02.100000,0.0326550872300167,66.11714411763208,N,W
30.63220103,-86.28927879,2023-03-16,13:45:02.200000,0.0367068174185668,46.1402232461771,N,W
30.63220102,-86.28927881,2023-03-16,13:45:02.300000,0.0203449306953845,264.2622251082756,N,W
30.63220101,-86.2892788,2023-03-16,13:45:02.400000,0.0262431943558706,59.221959293838005,N,W
30.632201,-86.28927881,2023-03-16,13:45:02.500000,0.0112535377992878,268.20245608238184,N,W
30.63220102,-86.2892788,2023-03-16,13:45:02.600000,0.0283751605458013,50.49691629218622,N,W
30.63220101,-86.28927883,2023-03-16,13:45:02.700000,0.0063521775793817,219.9164391880536,N,W
30.63220102,-86.28927883,2023-03-16,13:45:02.800000,0.0323262646311014,281.086424763994,N,W
30.63220101,-86.28927884,2023-03-16,13:45:02.900000,0.0208115624113135,269.57877582377193,N,W
30.63220101,-86.28927881,2023-03-16,13:45:03,0.0126726202894271,42.835123019525575,N,W
30.63220101,-86.28927883,2023-03-16,13:45:03.100000,0.0089683087034289,313.9564023818932,N,W
30.632201,-86.28927883,2023-03-16,13:45:03.200000,0.0346039489798491,238.0005841332992,N,W
30.63220104,-86.28927883,2023-03-16,13:45:03.300000,0.0333124337297652,324.9731765262301,N,W
30.63220101,-86.28927882,2023-03-16,13:45:03.400000,0.0356026245240431,141.36859232210796,N,W
30.63220102,-86.28927882,2023-03-16,13:45:03.500000,0.0255517758678335,29.75461578039487,N,W
30.63220102,-86.28927881,2023-03-16,13:45:03.600000,0.0364924107863539,32.90795683768913,N,W
30.63220102,-86.28927882,2023-03-16,13:45:03.700000,0.0157015110419347,319.8127118785085,N,W
30.63220103,-86.28927881,2023-03-16,13:45:03.800000,0.0165576758030829,43.69326607248292,N,W
30.63220103,-86.28927882,2023-03-16,13:45:03.900000,0.0142113546856026,289.2228818735212,N,W
30.63220102,-86.28927879,2023-03-16,13:45:04,0.0456978734406755,83.17450530447623,N,W
30.63220101,-86.2892788,2023-03-16,13:45:04.100000,0.0203774188993601,58.07419421229388,N,W
30.63220102,-86.28927882,2023-03-16,13:45:04.200000,0.0352782638036511,289.2983240398928,N,W
30.632201,-86.28927882,2023-03-16,13:45:04.300000,0.0319405372058768,151.56062029425024,N,W
30.63220101,-86.28927884,2023-03-16,13:45:04.400000,0.0347818824102434,283.78534031375216,N,W
30.632201,-86.28927882,2023-03-16,13:45:04.500000,0.0160713704456091,35.04283917244418,N,W
30.63220101,-86.28927881,2023-03-16,13:45:04.600000,0.021128499047495,296.89006819946263,N,W
30.63220101,-86.28927883,2023-03-16,13:45:04.700000,0.0357905118432245,336.56009471966576,N,W
30.63220103,-86.28927882,2023-03-16,13:45:04.800000,0.0548535166147075,10.82177405929804,N,W
30.63220104,-86.28927883,2023-03-16,13:45:04.900000,0.0356568043436312,345.77824818094984,N,W
30.632201,-86.28927883,2023-03-16,13:45:05,0.0488752518356683,135.06465666818542,N,W
30.63220101,-86.28927881,2023-03-16,13:45:05.100000,0.0122462526513215,114.40523409623944,N,W
30.63220102,-86.28927879,2023-03-16,13:45:05.200000,0.026604543258624,92.4105994061398,N,W
30.63220101,-86.28927885,2023-03-16,13:45:05.300000,0.0377102560320133,260.8556527526762,N,W
30.63220101,-86.28927882,2023-03-16,13:45:05.400000,0.0451894926393293,132.6315606873457,N,W
30.632201,-86.28927881,2023-03-16,13:45:05.500000,0.0269704634924949,174.14989282724633,N,W
