time,latitude,lat_dir,longitude,long_dir,speed,course,date
16:54:00,31.620765,N,-110.23838166666668,W,12.94,46.54,2023-04-11
16:54:00.200000,31.620773333333336,N,-110.23837166666667,W,13.37,46.1,2023-04-11
16:54:00.400000,31.62078166666667,N,-110.23836,W,13.76,46.22,2023-04-11
16:54:00.600000,31.620791666666662,N,-110.23834999999998,W,14.12,45.99,2023-04-11
16:54:00.800000,31.6208,N,-110.23834000000001,W,14.46,46.2,2023-04-11
16:54:01,31.62081,N,-110.23832833333333,W,14.82,45.98,2023-04-11
16:54:01.200000,31.620820000000002,N,-110.23831666666669,W,15.19,46.18,2023-04-11
16:54:01.400000,31.620828333333332,N,-110.238305,W,15.37,46.01,2023-04-11
16:54:01.600000,31.620838333333335,N,-110.23829333333335,W,15.57,45.86,2023-04-11
16:54:01.800000,31.620848333333335,N,-110.23828166666665,W,15.61,45.61,2023-04-11
16:54:02,31.620858333333334,N,-110.23827000000001,W,15.64,45.76,2023-04-11
16:54:02.200000,31.62087,N,-110.23825833333333,W,15.59,45.4,2023-04-11
16:54:02.400000,31.620880000000003,N,-110.23824666666665,W,15.54,45.11,2023-04-11
16:54:02.600000,31.620890000000003,N,-110.23823333333333,W,15.53,44.2,2023-04-11
16:54:02.800000,31.620900000000002,N,-110.23822166666666,W,15.49,43.47,2023-04-11
16:54:03,31.620910000000006,N,-110.23821000000001,W,15.45,42.32,2023-04-11
16:54:03.200000,31.620919999999998,N,-110.23819833333334,W,15.43,41.2,2023-04-11
16:54:03.400000,31.62093166666667,N,-110.23818666666666,W,15.39,40.98,2023-04-11
16:54:03.600000,31.620943333333337,N,-110.23817666666666,W,15.18,40.34,2023-04-11
16:54:03.800000,31.620955000000006,N,-110.23816666666669,W,15.16,38.39,2023-04-11
16:54:04,31.620966666666664,N,-110.23815666666667,W,15.09,37.07,2023-04-11
16:54:04.200000,31.62097666666667,N,-110.23814833333333,W,14.68,36.11,2023-04-11
16:54:04.400000,31.620988333333337,N,-110.23813999999999,W,14.46,35.97,2023-04-11
16:54:04.600000,31.621000000000002,N,-110.23813166666666,W,14.42,34.93,2023-04-11
16:54:04.800000,31.621010000000002,N,-110.23812333333332,W,14.04,35.19,2023-04-11
16:54:05,31.621021666666667,N,-110.23811666666667,W,13.69,35.04,2023-04-11
16:54:05.200000,31.621030000000005,N,-110.23810833333333,W,13.47,34.63,2023-04-11
16:54:05.400000,31.621040000000004,N,-110.23810166666667,W,13.17,33.83,2023-04-11
16:54:05.600000,31.621048333333338,N,-110.23809333333332,W,12.89,33.4,2023-04-11
16:54:05.800000,31.62105833333333,N,-110.23808666666667,W,12.51,33.81,2023-04-11
16:54:06,31.621066666666668,N,-110.23808,W,11.86,32.97,2023-04-11
16:54:06.200000,31.621075000000005,N,-110.23807166666667,W,11.12,32.69,2023-04-11
16:54:06.400000,31.621081666666672,N,-110.23806500000002,W,10.22,32.46,2023-04-11
16:54:06.600000,31.621086666666663,N,-110.23805666666668,W,9.42,31.47,2023-04-11
16:54:06.800000,31.621091666666665,N,-110.23805166666666,W,8.54,31.59,2023-04-11
16:54:07,31.62109666666667,N,-110.238045,W,7.65,31.86,2023-04-11
16:54:07.200000,31.6211,N,-110.23803833333335,W,6.76,31.55,2023-04-11
16:54:07.400000,31.621105,N,-110.238035,W,6.09,31.35,2023-04-11
16:54:07.600000,31.621108333333336,N,-110.23803000000001,W,5.38,30.72,2023-04-11
16:54:07.800000,31.621111666666668,N,-110.23802666666666,W,4.64,29.46,2023-04-11
16:54:08,31.62111333333333,N,-110.23802333333333,W,3.85,29.38,2023-04-11
16:54:08.200000,31.621115000000003,N,-110.23801999999999,W,3.12,30.55,2023-04-11
16:54:08.400000,31.621116666666666,N,-110.23801833333333,W,2.49,30.55,2023-04-11
16:54:08.600000,31.621116666666666,N,-110.23801666666668,W,1.89,30.55,2023-04-11
16:54:08.800000,31.621116666666666,N,-110.238015,W,1.32,30.55,2023-04-11
16:54:09,31.621116666666666,N,-110.23801333333334,W,0.82,30.55,2023-04-11
16:54:09.200000,31.621118333333335,N,-110.23801166666665,W,0.31,30.55,2023-04-11
16:54:09.400000,31.621118333333335,N,-110.23801000000002,W,0.24,30.55,2023-04-11
16:54:09.600000,31.621116666666666,N,-110.23801000000002,W,0.18,30.55,2023-04-11
16:54:09.800000,31.621116666666666,N,-110.23801000000002,W,0.15,30.55,2023-04-11
16:54:10,31.621116666666666,N,-110.23800833333335,W,0.18,30.55,2023-04-11
16:54:10.200000,31.621116666666666,N,-110.23800833333335,W,0.24,24.01,2023-04-11
16:54:10.400000,31.621116666666666,N,-110.23800666666666,W,0.24,29.99,2023-04-11
16:54:10.600000,31.621116666666666,N,-110.23800666666666,W,0.42,29.66,2023-04-11
16:54:10.800000,31.621116666666666,N,-110.23800666666666,W,0.4,29.38,2023-04-11
16:54:11,31.621116666666666,N,-110.23800666666666,W,0.24,32.24,2023-04-11
16:54:11.200000,31.621116666666666,N,-110.238005,W,0.07,32.24,2023-04-11
16:54:11.400000,31.621116666666666,N,-110.238005,W,0.06,32.24,2023-04-11
16:54:11.600000,31.621116666666666,N,-110.238005,W,0.04,32.24,2023-04-11
16:54:11.800000,31.621115000000003,N,-110.238005,W,0.05,32.24,2023-04-11
16:54:12,31.621115000000003,N,-110.238005,W,0.07,32.24,2023-04-11
16:54:12.200000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:12.400000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:12.600000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:12.800000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:13,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:13.200000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:13.400000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:13.600000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:13.800000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:14,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:14.200000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:14.400000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:14.600000,31.621115000000003,N,-110.238005,W,0.0,32.24,2023-04-11
16:54:14.800000,31.62111333333333,N,-110.238005,W,0.24,32.24,2023-04-11
16:54:15,31.621111666666668,N,-110.23800666666666,W,0.0,32.24,2023-04-11
16:54:15.200000,31.621108333333336,N,-110.23800833333335,W,0.0,32.24,2023-04-11
16:54:15.400000,31.621106666666666,N,-110.23800833333335,W,0.29,32.24,2023-04-11
16:54:15.600000,31.621103333333338,N,-110.23801000000002,W,0.31,32.24,2023-04-11
16:54:15.800000,31.6211,N,-110.23801166666665,W,0.32,32.24,2023-04-11
16:54:16,31.621098333333332,N,-110.238015,W,0.34,32.24,2023-04-11
16:54:16.200000,31.621095,N,-110.23801666666668,W,3.45,211.92,2023-04-11
16:54:16.400000,31.621091666666665,N,-110.23801999999999,W,3.52,216.64,2023-04-11
16:54:16.600000,31.621088333333333,N,-110.23802166666667,W,3.8,217.39,2023-04-11
16:54:16.800000,31.621085,N,-110.23802499999998,W,3.77,222.12,2023-04-11
16:54:17,31.621081666666672,N,-110.23802833333332,W,3.57,226.35,2023-04-11
16:54:17.200000,31.621079999999996,N,-110.23803000000001,W,3.39,229.48,2023-04-11
16:54:17.400000,31.621076666666667,N,-110.2380333333333,W,3.34,231.77,2023-04-11
16:54:17.600000,31.621075000000005,N,-110.23803666666666,W,3.1,236.99,2023-04-11
16:54:17.800000,31.621073333333335,N,-110.23803833333335,W,2.84,237.85,2023-04-11
16:54:18,31.621071666666662,N,-110.23804000000001,W,2.44,238.47,2023-04-11
16:54:18.200000,31.62107,N,-110.23804166666665,W,2.17,236.88,2023-04-11
16:54:18.400000,31.62106833333333,N,-110.23804333333334,W,1.99,241.55,2023-04-11
16:54:18.600000,31.62106833333333,N,-110.238045,W,2.01,246.84,2023-04-11
16:54:18.800000,31.621066666666668,N,-110.23804666666668,W,1.84,254.52,2023-04-11
16:54:19,31.621066666666668,N,-110.23804666666668,W,1.11,251.13,2023-04-11
16:54:19.200000,31.621064999999998,N,-110.23804666666668,W,0.48,251.13,2023-04-11
16:54:19.400000,31.621064999999998,N,-110.238045,W,0.1,251.13,2023-04-11
16:54:19.600000,31.621064999999998,N,-110.238045,W,0.11,251.13,2023-04-11
16:54:19.800000,31.621064999999998,N,-110.238045,W,0.08,251.13,2023-04-11
16:54:20,31.621064999999998,N,-110.238045,W,0.06,251.13,2023-04-11
16:54:20.200000,31.621064999999998,N,-110.23804333333334,W,0.26,86.55,2023-04-11
16:54:20.400000,31.621064999999998,N,-110.23804333333334,W,0.33,85.13,2023-04-11
16:54:20.600000,31.621064999999998,N,-110.23804166666665,W,0.53,86.96,2023-04-11
16:54:20.800000,31.621063333333336,N,-110.23804166666665,W,0.75,105.52,2023-04-11
16:54:21,31.621063333333336,N,-110.23804000000001,W,0.97,104.43,2023-04-11
16:54:21.200000,31.621063333333336,N,-110.23803833333335,W,1.19,106.93,2023-04-11
16:54:21.400000,31.621063333333336,N,-110.23803833333335,W,1.2,101.05,2023-04-11
16:54:21.600000,31.62106166666667,N,-110.23803666666666,W,1.54,115.08,2023-04-11
16:54:21.800000,31.62106166666667,N,-110.238035,W,1.57,120.85,2023-04-11
16:54:22,31.621060000000007,N,-110.2380333333333,W,1.89,127.24,2023-04-11
16:54:22.200000,31.62105833333333,N,-110.2380333333333,W,1.83,130.24,2023-04-11
16:54:22.400000,31.621056666666664,N,-110.23803166666667,W,1.89,133.28,2023-04-11
16:54:22.600000,31.621055000000002,N,-110.23803000000001,W,2.12,142.25,2023-04-11
16:54:22.800000,31.62105166666667,N,-110.23803000000001,W,2.11,141.8,2023-04-11
16:54:23,31.621048333333338,N,-110.23802833333332,W,1.7,144.65,2023-04-11
16:54:23.200000,31.621045000000002,N,-110.23802833333332,W,1.23,150.42,2023-04-11
16:54:23.400000,31.621043333333333,N,-110.23802666666666,W,0.84,143.16,2023-04-11
16:54:23.600000,31.621040000000004,N,-110.23802666666666,W,0.32,143.16,2023-04-11
16:54:23.800000,31.621038333333328,N,-110.23802833333332,W,0.08,143.16,2023-04-11
16:54:24,31.621038333333328,N,-110.23802833333332,W,0.07,143.16,2023-04-11
16:54:24.200000,31.621036666666665,N,-110.23802833333332,W,0.06,143.16,2023-04-11
16:54:24.400000,31.621035,N,-110.23803000000001,W,0.06,143.16,2023-04-11
16:54:24.600000,31.621033333333337,N,-110.23803000000001,W,0.12,319.76,2023-04-11
16:54:24.800000,31.621033333333337,N,-110.23803166666667,W,0.41,314.6,2023-04-11
16:54:25,31.621033333333337,N,-110.2380333333333,W,0.65,307.42,2023-04-11
16:54:25.200000,31.621031666666667,N,-110.2380333333333,W,1.07,303.66,2023-04-11
16:54:25.400000,31.621031666666667,N,-110.238035,W,1.23,305.67,2023-04-11
16:54:25.600000,31.621031666666667,N,-110.23803666666666,W,1.48,296.85,2023-04-11
16:54:25.800000,31.621031666666667,N,-110.23803833333335,W,1.55,291.51,2023-04-11
16:54:26,31.621030000000005,N,-110.23804000000001,W,1.9,284.98,2023-04-11
16:54:26.200000,31.621030000000005,N,-110.23804166666665,W,1.94,283.85,2023-04-11
16:54:26.400000,31.621030000000005,N,-110.23804333333334,W,2.27,283.79,2023-04-11
16:54:26.600000,31.621030000000005,N,-110.23804666666668,W,2.33,285.49,2023-04-11
16:54:26.800000,31.621030000000005,N,-110.23804999999999,W,1.84,286.01,2023-04-11
16:54:27,31.621030000000005,N,-110.23804999999999,W,1.35,279.97,2023-04-11
16:54:27.200000,31.621030000000005,N,-110.23805333333333,W,1.42,275.62,2023-04-11
16:54:27.400000,31.621030000000005,N,-110.23805333333333,W,1.49,278.07,2023-04-11
16:54:27.600000,31.621030000000005,N,-110.23805666666668,W,1.76,280.61,2023-04-11
16:54:27.800000,31.621030000000005,N,-110.23805666666668,W,1.7,275.74,2023-04-11
16:54:28,31.621028333333335,N,-110.23806,W,1.64,281.29,2023-04-11
16:54:28.200000,31.621028333333335,N,-110.23806,W,1.27,280.31,2023-04-11
16:54:28.400000,31.621030000000005,N,-110.23806166666667,W,1.21,284.5,2023-04-11
16:54:28.600000,31.621028333333335,N,-110.23806166666667,W,1.26,281.15,2023-04-11
16:54:28.800000,31.621030000000005,N,-110.23806333333333,W,1.46,283.3,2023-04-11
16:54:29,31.621030000000005,N,-110.23806500000002,W,1.62,287.41,2023-04-11
16:54:29.200000,31.621031666666667,N,-110.23806666666665,W,1.68,289.38,2023-04-11
16:54:29.400000,31.621031666666667,N,-110.23806666666665,W,1.26,281.83,2023-04-11
16:54:29.600000,31.621031666666667,N,-110.23806833333335,W,0.74,293.9,2023-04-11
16:54:29.800000,31.621031666666667,N,-110.23806833333335,W,0.1,293.9,2023-04-11
16:54:30,31.621033333333337,N,-110.23806833333335,W,0.11,293.9,2023-04-11
16:54:30.200000,31.621033333333337,N,-110.23806833333335,W,0.08,293.9,2023-04-11
16:54:30.400000,31.621033333333337,N,-110.23806833333335,W,0.07,293.9,2023-04-11
16:54:30.600000,31.621033333333337,N,-110.23806833333335,W,0.06,293.9,2023-04-11
16:54:30.800000,31.621031666666667,N,-110.23806666666665,W,0.14,124.04,2023-04-11
16:54:31,31.621031666666667,N,-110.23806666666665,W,0.5,108.53,2023-04-11
16:54:31.200000,31.621031666666667,N,-110.23806500000002,W,0.95,111.51,2023-04-11
16:54:31.400000,31.621031666666667,N,-110.23806333333333,W,1.14,110.15,2023-04-11
16:54:31.600000,31.621031666666667,N,-110.23806333333333,W,1.19,126.44,2023-04-11
16:54:31.800000,31.621031666666667,N,-110.23806166666667,W,1.25,128.93,2023-04-11
16:54:32,31.621030000000005,N,-110.23806,W,1.52,127.54,2023-04-11
16:54:32.200000,31.621030000000005,N,-110.23806,W,1.51,136.23,2023-04-11
16:54:32.400000,31.621028333333335,N,-110.23805833333331,W,1.54,141.13,2023-04-11
16:54:32.600000,31.621028333333335,N,-110.23805833333331,W,1.54,149.88,2023-04-11
16:54:32.800000,31.621026666666662,N,-110.23805833333331,W,1.57,151.41,2023-04-11
16:54:33,31.621025,N,-110.23805666666668,W,1.56,152.85,2023-04-11
16:54:33.200000,31.621025,N,-110.23805666666668,W,1.59,152.52,2023-04-11
16:54:33.400000,31.62102333333333,N,-110.23805499999999,W,1.62,161.09,2023-04-11
16:54:33.600000,31.621021666666667,N,-110.23805499999999,W,2.0,162.45,2023-04-11
16:54:33.800000,31.62102,N,-110.23805333333333,W,2.16,169.6,2023-04-11
16:54:34,31.62102,N,-110.23805333333333,W,2.65,173.82,2023-04-11
16:54:34.200000,31.62101833333334,N,-110.23805166666666,W,2.63,178.09,2023-04-11
16:54:34.400000,31.621015,N,-110.23805166666666,W,2.65,175.26,2023-04-11
16:54:34.600000,31.621011666666664,N,-110.23805166666666,W,2.61,180.83,2023-04-11
16:54:34.800000,31.621008333333332,N,-110.23805166666666,W,2.22,185.4,2023-04-11
16:54:35,31.621004999999997,N,-110.23805333333333,W,1.92,192.42,2023-04-11
16:54:35.200000,31.621004999999997,N,-110.23805333333333,W,1.33,180.63,2023-04-11
16:54:35.400000,31.621004999999997,N,-110.23805166666666,W,1.05,185.88,2023-04-11
16:54:35.600000,31.62100666666667,N,-110.23805166666666,W,0.57,185.88,2023-04-11
16:54:35.800000,31.621008333333332,N,-110.23805166666666,W,0.41,185.88,2023-04-11
16:54:36,31.621008333333332,N,-110.23805166666666,W,0.21,185.88,2023-04-11
16:54:36.200000,31.621010000000002,N,-110.23805166666666,W,0.17,185.88,2023-04-11
16:54:36.400000,31.621011666666664,N,-110.23805166666666,W,0.12,185.88,2023-04-11
16:54:36.600000,31.621013333333334,N,-110.23805166666666,W,0.11,185.88,2023-04-11
16:54:36.800000,31.621013333333334,N,-110.23805333333333,W,0.18,330.98,2023-04-11
16:54:37,31.621015,N,-110.23805333333333,W,0.42,327.88,2023-04-11
16:54:37.200000,31.621016666666662,N,-110.23805333333333,W,0.47,331.63,2023-04-11
16:54:37.400000,31.62101833333334,N,-110.23805499999999,W,0.84,335.86,2023-04-11
16:54:37.600000,31.62101833333334,N,-110.23805499999999,W,1.17,338.75,2023-04-11
16:54:37.800000,31.62102,N,-110.23805499999999,W,1.37,327.15,2023-04-11
16:54:38,31.62102,N,-110.23805666666668,W,1.59,321.52,2023-04-11
16:54:38.200000,31.621021666666667,N,-110.23805666666668,W,1.62,326.03,2023-04-11
16:54:38.400000,31.62102333333333,N,-110.23805833333331,W,1.96,323.81,2023-04-11
16:54:38.600000,31.62102333333333,N,-110.23806,W,1.97,325.89,2023-04-11
16:54:38.800000,31.621025,N,-110.23806,W,1.94,322.1,2023-04-11
16:54:39,31.621025,N,-110.23806166666667,W,1.93,317.52,2023-04-11
16:54:39.200000,31.621026666666662,N,-110.23806166666667,W,1.91,317.16,2023-04-11
16:54:39.400000,31.621028333333335,N,-110.23806333333333,W,1.9,315.81,2023-04-11
16:54:39.600000,31.621030000000005,N,-110.23806333333333,W,1.47,318.89,2023-04-11
16:54:39.800000,31.621031666666667,N,-110.23806500000002,W,1.45,316.22,2023-04-11
16:54:40,31.621031666666667,N,-110.23806500000002,W,0.92,330.61,2023-04-11
16:54:40.200000,31.621031666666667,N,-110.23806666666665,W,0.58,330.61,2023-04-11
16:54:40.400000,31.621033333333337,N,-110.23806666666665,W,0.19,330.61,2023-04-11
16:54:40.600000,31.621033333333337,N,-110.23806666666665,W,0.11,330.61,2023-04-11
16:54:40.800000,31.621033333333337,N,-110.23806666666665,W,0.08,330.61,2023-04-11
16:54:41,31.621035,N,-110.23806500000002,W,0.05,330.61,2023-04-11
16:54:41.200000,31.621035,N,-110.23806500000002,W,0.05,330.61,2023-04-11
